tahun,wilayah_id,wilayah,sektor_kode,sektor,pdrb_wil,share_wil,share_nas,lq
2021,6311,Balangan,D,Pengadaan Listrik dan Gas,2.65,0.00028,0.010765,0.026
2021,6311,Balangan,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",21.38,0.002256,0.00093,2.4264
2021,6311,Balangan,F,Konstruksi,342.18,0.036103,0.103334,0.3494
2021,6311,Balangan,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,412.95,0.04357,0.135886,0.3206
2021,6311,Balangan,H,Transportasi dan Pergudangan,147.55,0.015568,0.038068,0.4089
2021,6311,Balangan,I,Penyediaan Akomodasi dan Makan Minum,27.64,0.002916,0.029124,0.1001
2021,6311,Balangan,J,Informasi dan Komunikasi,128.69,0.013578,0.06528,0.208
2021,6311,Balangan,K,Jasa Keuangan dan Asuransi,25.86,0.002728,0.043548,0.0627
2021,6311,Balangan,L,Real Estat,86.25,0.0091,0.031237,0.2913
2021,6311,Balangan,MN,Jasa Perusahaan,5.51,0.000581,0.018474,0.0315
2021,6311,Balangan,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",332.17,0.035047,0.034139,1.0266
2021,6311,Balangan,P,Jasa Pendidikan,271.28,0.028623,0.032866,0.8709
2021,6311,Balangan,Q,Jasa Kesehatan dan Kegiatan Sosial,78.7,0.008304,0.014723,0.564
2021,6311,Balangan,RSTU,Jasa Lainnya,41.69,0.004399,0.018818,0.2338
2022,6311,Balangan,A,"Pertanian, Kehutanan, dan Perikanan",1030.66,0.103328,0.128232,0.8058
2022,6311,Balangan,B,Pertambangan dan Penggalian,6774.16,0.679137,0.076639,8.8615
2022,6311,Balangan,C,Industri Pengolahan,153.47,0.015386,0.214034,0.0719
2022,6311,Balangan,D,Pengadaan Listrik dan Gas,2.85,0.000286,0.010936,0.0261
2022,6311,Balangan,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",22.03,0.002209,0.000915,2.415
2022,6311,Balangan,F,Konstruksi,356.72,0.035763,0.100446,0.356
2022,6311,Balangan,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,435.79,0.04369,0.13664,0.3197
2022,6311,Balangan,H,Transportasi dan Pergudangan,156.52,0.015692,0.043481,0.3609
2022,6311,Balangan,I,Penyediaan Akomodasi dan Makan Minum,29.15,0.002922,0.031066,0.0941
2022,6311,Balangan,J,Informasi dan Komunikasi,135.69,0.013603,0.067009,0.203
2022,6311,Balangan,K,Jasa Keuangan dan Asuransi,26.27,0.002634,0.042298,0.0623
2022,6311,Balangan,L,Real Estat,89.43,0.008966,0.030276,0.2961
2022,6311,Balangan,MN,Jasa Perusahaan,5.91,0.000593,0.019147,0.0309
2022,6311,Balangan,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",341.82,0.034269,0.03335,1.0276
2022,6311,Balangan,P,Jasa Pendidikan,286.14,0.028687,0.031488,0.911
2022,6311,Balangan,Q,Jasa Kesehatan dan Kegiatan Sosial,83.75,0.008396,0.014415,0.5825
2022,6311,Balangan,RSTU,Jasa Lainnya,44.3,0.004441,0.019628,0.2263
2023,6311,Balangan,A,"Pertanian, Kehutanan, dan Perikanan",1071.8,0.103151,0.123657,0.8342
2023,6311,Balangan,B,Pertambangan dan Penggalian,7019.43,0.675556,0.077418,8.7261
2023,6311,Balangan,C,Industri Pengolahan,158.9,0.015293,0.21319,0.0717
2023,6311,Balangan,D,Pengadaan Listrik dan Gas,3.09,0.000297,0.010921,0.0272
2023,6311,Balangan,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",22.68,0.002183,0.000913,2.3904
2023,6311,Balangan,F,Konstruksi,382.85,0.036846,0.100312,0.3673
2023,6311,Balangan,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,464.84,0.044737,0.136375,0.328
2023,6311,Balangan,H,Transportasi dan Pergudangan,166.7,0.016043,0.047169,0.3401
2023,6311,Balangan,I,Penyediaan Akomodasi dan Makan Minum,31.8,0.00306,0.03253,0.0941
2023,6311,Balangan,J,Informasi dan Komunikasi,143.44,0.013805,0.06863,0.2011
2023,6311,Balangan,K,Jasa Keuangan dan Asuransi,27.95,0.00269,0.042186,0.0638
2023,6311,Balangan,L,Real Estat,94.38,0.009083,0.029232,0.3107
2023,6311,Balangan,MN,Jasa Perusahaan,6.41,0.000617,0.019729,0.0313
2023,6311,Balangan,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",360.56,0.034701,0.032225,1.0768
2023,6311,Balangan,P,Jasa Pendidikan,299.85,0.028858,0.030504,0.946
2023,6311,Balangan,Q,Jasa Kesehatan dan Kegiatan Sosial,88.88,0.008554,0.014361,0.5956
2023,6311,Balangan,RSTU,Jasa Lainnya,47.04,0.004527,0.020648,0.2192
2024,6311,Balangan,A,"Pertanian, Kehutanan, dan Perikanan",1110.72,0.102639,0.118436,0.8666
2024,6311,Balangan,B,Pertambangan dan Penggalian,7257.05,0.670608,0.077256,8.6803
2024,6311,Balangan,C,Industri Pengolahan,164.97,0.015245,0.211799,0.072
2024,6311,Balangan,D,Pengadaan Listrik dan Gas,3.28,0.000303,0.010885,0.0278
2024,6311,Balangan,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",23.21,0.002145,0.000882,2.4308
2024,6311,Balangan,F,Konstruksi,410.05,0.037892,0.102128,0.371
2024,6311,Balangan,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,487.89,0.045085,0.13608,0.3313
2024,6311,Balangan,H,Transportasi dan Pergudangan,179.26,0.016565,0.048771,0.3396
2024,6311,Balangan,I,Penyediaan Akomodasi dan Makan Minum,34.25,0.003165,0.033565,0.0943
2024,6311,Balangan,J,Informasi dan Komunikasi,152.96,0.014135,0.070235,0.2012
2024,6311,Balangan,K,Jasa Keuangan dan Asuransi,30.5,0.002818,0.042033,0.0671
2024,6311,Balangan,L,Real Estat,99.42,0.009187,0.028505,0.3223
2024,6311,Balangan,MN,Jasa Perusahaan,6.88,0.000636,0.020342,0.0313
2024,6311,Balangan,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",391.11,0.036142,0.032628,1.1077
2024,6311,Balangan,P,Jasa Pendidikan,324.34,0.029972,0.030111,0.9954
2024,6311,Balangan,Q,Jasa Kesehatan dan Kegiatan Sosial,94.89,0.008769,0.014773,0.5936
2024,6311,Balangan,RSTU,Jasa Lainnya,50.82,0.004696,0.021568,0.2177
2025,6311,Balangan,A,"Pertanian, Kehutanan, dan Perikanan",1307.52,0.115615,0.11862,0.9747
2025,6311,Balangan,B,Pertambangan dan Penggalian,7351.76,0.650067,0.072978,8.9077
2025,6311,Balangan,C,Industri Pengolahan,180.12,0.015927,0.21207,0.0751
2025,6311,Balangan,D,Pengadaan Listrik dan Gas,3.6,0.000318,0.010672,0.0298
2025,6311,Balangan,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",23.95,0.002118,0.000847,2.5005
2025,6311,Balangan,F,Konstruksi,433.26,0.03831,0.100819,0.38
2025,6311,Balangan,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,533.74,0.047195,0.136507,0.3457
2025,6311,Balangan,H,Transportasi dan Pergudangan,193.96,0.017151,0.050449,0.34
2025,6311,Balangan,I,Penyediaan Akomodasi dan Makan Minum,38.56,0.00341,0.034282,0.0995
2025,6311,Balangan,J,Informasi dan Komunikasi,164.69,0.014562,0.072363,0.2012
2025,6311,Balangan,K,Jasa Keuangan dan Asuransi,32.07,0.002836,0.041551,0.0682
2025,6311,Balangan,L,Real Estat,105.72,0.009348,0.028076,0.333
2025,6311,Balangan,MN,Jasa Perusahaan,7.47,0.000661,0.021103,0.0313
2025,6311,Balangan,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",425.15,0.037593,0.032224,1.1666
2025,6311,Balangan,P,Jasa Pendidikan,350.93,0.03103,0.030062,1.0322
2025,6311,Balangan,Q,Jasa Kesehatan dan Kegiatan Sosial,101.4,0.008966,0.014834,0.6044
2025,6311,Balangan,RSTU,Jasa Lainnya,55.34,0.004893,0.022545,0.217
2020,6371,Kota Banjarmasin,A,"Pertanian, Kehutanan, dan Perikanan",540.33,0.02464,0.133415,0.1847
2020,6371,Kota Banjarmasin,B,Pertambangan dan Penggalian,0.0,0.0,0.07651,0.0
2020,6371,Kota Banjarmasin,C,Industri Pengolahan,3765.92,0.171731,0.213898,0.8029
2020,6371,Kota Banjarmasin,D,Pengadaan Listrik dan Gas,78.05,0.003559,0.010533,0.3379
2020,6371,Kota Banjarmasin,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",285.71,0.013029,0.000915,14.2453
2020,6371,Kota Banjarmasin,F,Konstruksi,2202.39,0.100432,0.103791,0.9676
2020,6371,Kota Banjarmasin,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,2629.86,0.119925,0.134117,0.8942
2020,6371,Kota Banjarmasin,H,Transportasi dan Pergudangan,2163.74,0.098669,0.038079,2.5912
2020,6371,Kota Banjarmasin,I,Penyediaan Akomodasi dan Makan Minum,719.93,0.03283,0.028952,1.1339
2020,6371,Kota Banjarmasin,J,Informasi dan Komunikasi,1676.79,0.076464,0.063113,1.2115
2020,6371,Kota Banjarmasin,K,Jasa Keuangan dan Asuransi,2660.99,0.121344,0.04428,2.7404
2020,6371,Kota Banjarmasin,L,Real Estat,852.67,0.038883,0.031385,1.2389
2020,6371,Kota Banjarmasin,MN,Jasa Perusahaan,580.2,0.026458,0.018939,1.397
2020,6371,Kota Banjarmasin,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",1090.24,0.049716,0.035372,1.4055
2020,6371,Kota Banjarmasin,P,Jasa Pendidikan,1113.89,0.050795,0.033903,1.4982
2020,6371,Kota Banjarmasin,Q,Jasa Kesehatan dan Kegiatan Sosial,1076.93,0.049109,0.013766,3.5674
2020,6371,Kota Banjarmasin,RSTU,Jasa Lainnya,491.6,0.022418,0.01903,1.178
2021,6371,Kota Banjarmasin,A,"Pertanian, Kehutanan, dan Perikanan",549.17,0.024217,0.131609,0.184
2021,6371,Kota Banjarmasin,B,Pertambangan dan Penggalian,0.0,0.0,0.077052,0.0
2021,6371,Kota Banjarmasin,C,Industri Pengolahan,3920.2,0.172868,0.214146,0.8072
2021,6371,Kota Banjarmasin,D,Pengadaan Listrik dan Gas,81.74,0.003604,0.010765,0.3348
2021,6371,Kota Banjarmasin,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",299.78,0.013219,0.00093,14.219
2021,6371,Kota Banjarmasin,F,Konstruksi,2241.8,0.098856,0.103334,0.9567
2021,6371,Kota Banjarmasin,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,2750.84,0.121303,0.135886,0.8927
2021,6371,Kota Banjarmasin,H,Transportasi dan Pergudangan,2208.84,0.097402,0.038068,2.5586
2021,6371,Kota Banjarmasin,I,Penyediaan Akomodasi dan Makan Minum,742.42,0.032738,0.029124,1.1241
2021,6371,Kota Banjarmasin,J,Informasi dan Komunikasi,1783.58,0.07865,0.06528,1.2048
2021,6371,Kota Banjarmasin,K,Jasa Keuangan dan Asuransi,2699.46,0.119037,0.043548,2.7334
2021,6371,Kota Banjarmasin,L,Real Estat,875.47,0.038605,0.031237,1.2359
2021,6371,Kota Banjarmasin,MN,Jasa Perusahaan,598.22,0.026379,0.018474,1.4279
2021,6371,Kota Banjarmasin,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",1098.94,0.04846,0.034139,1.4195
2021,6371,Kota Banjarmasin,P,Jasa Pendidikan,1153.36,0.050859,0.032866,1.5475
2021,6371,Kota Banjarmasin,Q,Jasa Kesehatan dan Kegiatan Sosial,1173.77,0.051759,0.014723,3.5156
2021,6371,Kota Banjarmasin,RSTU,Jasa Lainnya,499.87,0.022043,0.018818,1.1714
2022,6371,Kota Banjarmasin,A,"Pertanian, Kehutanan, dan Perikanan",566.95,0.023655,0.128232,0.1845
2022,6371,Kota Banjarmasin,B,Pertambangan dan Penggalian,0.0,0.0,0.076639,0.0
2022,6371,Kota Banjarmasin,C,Industri Pengolahan,4070.92,0.169855,0.214034,0.7936
2022,6371,Kota Banjarmasin,D,Pengadaan Listrik dan Gas,88.29,0.003684,0.010936,0.3369
2022,6371,Kota Banjarmasin,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",321.88,0.01343,0.000915,14.6855
2022,6371,Kota Banjarmasin,F,Konstruksi,2331.55,0.097282,0.100446,0.9685
2022,6371,Kota Banjarmasin,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,2908.44,0.121352,0.13664,0.8881
2022,6371,Kota Banjarmasin,H,Transportasi dan Pergudangan,2604.47,0.108669,0.043481,2.4992
2022,6371,Kota Banjarmasin,I,Penyediaan Akomodasi dan Makan Minum,817.04,0.03409,0.031066,1.0974
2022,6371,Kota Banjarmasin,J,Informasi dan Komunikasi,1898.6,0.079217,0.067009,1.1822
2022,6371,Kota Banjarmasin,K,Jasa Keuangan dan Asuransi,2732.92,0.114029,0.042298,2.6958
2022,6371,Kota Banjarmasin,L,Real Estat,920.22,0.038395,0.030276,1.2682
2022,6371,Kota Banjarmasin,MN,Jasa Perusahaan,640.16,0.02671,0.019147,1.395
2022,6371,Kota Banjarmasin,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",1098.52,0.045835,0.03335,1.3744
2022,6371,Kota Banjarmasin,P,Jasa Pendidikan,1194.99,0.04986,0.031488,1.5835
2022,6371,Kota Banjarmasin,Q,Jasa Kesehatan dan Kegiatan Sosial,1238.27,0.051666,0.014415,3.5842
2022,6371,Kota Banjarmasin,RSTU,Jasa Lainnya,533.76,0.022271,0.019628,1.1346
2023,6371,Kota Banjarmasin,A,"Pertanian, Kehutanan, dan Perikanan",581.92,0.022987,0.123657,0.1859
2023,6371,Kota Banjarmasin,B,Pertambangan dan Penggalian,0.0,0.0,0.077418,0.0
2023,6371,Kota Banjarmasin,C,Industri Pengolahan,4168.71,0.164674,0.21319,0.7724
2023,6371,Kota Banjarmasin,D,Pengadaan Listrik dan Gas,95.53,0.003774,0.010921,0.3456
2023,6371,Kota Banjarmasin,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",338.42,0.013368,0.000913,14.64
2023,6371,Kota Banjarmasin,F,Konstruksi,2443.86,0.096538,0.100312,0.9624
2023,6371,Kota Banjarmasin,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,3039.22,0.120056,0.136375,0.8803
2023,6371,Kota Banjarmasin,H,Transportasi dan Pergudangan,2892.19,0.114248,0.047169,2.4221
2023,6371,Kota Banjarmasin,I,Penyediaan Akomodasi dan Makan Minum,863.16,0.034097,0.03253,1.0482
2023,6371,Kota Banjarmasin,J,Informasi dan Komunikasi,2023.74,0.079943,0.06863,1.1648
2023,6371,Kota Banjarmasin,K,Jasa Keuangan dan Asuransi,2994.01,0.11827,0.042186,2.8036
2023,6371,Kota Banjarmasin,L,Real Estat,968.03,0.038239,0.029232,1.3081
2023,6371,Kota Banjarmasin,MN,Jasa Perusahaan,685.31,0.027071,0.019729,1.3722
2023,6371,Kota Banjarmasin,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",1119.22,0.044212,0.032225,1.372
2023,6371,Kota Banjarmasin,P,Jasa Pendidikan,1231.73,0.048656,0.030504,1.5951
2023,6371,Kota Banjarmasin,Q,Jasa Kesehatan dan Kegiatan Sosial,1299.85,0.051347,0.014361,3.5753
2023,6371,Kota Banjarmasin,RSTU,Jasa Lainnya,570.04,0.022518,0.020648,1.0905
2024,6371,Kota Banjarmasin,A,"Pertanian, Kehutanan, dan Perikanan",600.58,0.022459,0.118436,0.1896
2024,6371,Kota Banjarmasin,B,Pertambangan dan Penggalian,0.0,0.0,0.077256,0.0
2024,6371,Kota Banjarmasin,C,Industri Pengolahan,4360.79,0.163073,0.211799,0.7699
2024,6371,Kota Banjarmasin,D,Pengadaan Listrik dan Gas,102.02,0.003815,0.010885,0.3505
2024,6371,Kota Banjarmasin,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",358.65,0.013412,0.000882,15.2001
2024,6371,Kota Banjarmasin,F,Konstruksi,2561.82,0.0958,0.102128,0.938
2024,6371,Kota Banjarmasin,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,3179.39,0.118894,0.13608,0.8737
2024,6371,Kota Banjarmasin,H,Transportasi dan Pergudangan,3011.78,0.112626,0.048771,2.3093
2024,6371,Kota Banjarmasin,I,Penyediaan Akomodasi dan Makan Minum,935.19,0.034972,0.033565,1.0419
2024,6371,Kota Banjarmasin,J,Informasi dan Komunikasi,2158.69,0.080725,0.070235,1.1493
2024,6371,Kota Banjarmasin,K,Jasa Keuangan dan Asuransi,3238.57,0.121107,0.042033,2.8812
2024,6371,Kota Banjarmasin,L,Real Estat,1021.75,0.038209,0.028505,1.3404
2024,6371,Kota Banjarmasin,MN,Jasa Perusahaan,725.73,0.027139,0.020342,1.3341
2024,6371,Kota Banjarmasin,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",1196.3,0.044736,0.032628,1.3711
2024,6371,Kota Banjarmasin,P,Jasa Pendidikan,1301.0,0.048651,0.030111,1.6157
2024,6371,Kota Banjarmasin,Q,Jasa Kesehatan dan Kegiatan Sosial,1378.84,0.051562,0.014773,3.4903
2024,6371,Kota Banjarmasin,RSTU,Jasa Lainnya,610.24,0.02282,0.021568,1.058
2025,6371,Kota Banjarmasin,A,"Pertanian, Kehutanan, dan Perikanan",637.41,0.02256,0.11862,0.1902
2025,6371,Kota Banjarmasin,B,Pertambangan dan Penggalian,0.0,0.0,0.072978,0.0
2025,6371,Kota Banjarmasin,C,Industri Pengolahan,4581.08,0.162142,0.21207,0.7646
2025,6371,Kota Banjarmasin,D,Pengadaan Listrik dan Gas,110.31,0.003904,0.010672,0.3659
2025,6371,Kota Banjarmasin,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",376.86,0.013339,0.000847,15.7493
2025,6371,Kota Banjarmasin,F,Konstruksi,2641.71,0.0935,0.100819,0.9274
2025,6371,Kota Banjarmasin,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,3369.32,0.119253,0.136507,0.8736
2025,6371,Kota Banjarmasin,H,Transportasi dan Pergudangan,3255.26,0.115216,0.050449,2.2838
2025,6371,Kota Banjarmasin,I,Penyediaan Akomodasi dan Makan Minum,1011.97,0.035817,0.034282,1.0448
2025,6371,Kota Banjarmasin,J,Informasi dan Komunikasi,2329.43,0.082447,0.072363,1.1394
2025,6371,Kota Banjarmasin,K,Jasa Keuangan dan Asuransi,3364.48,0.119082,0.041551,2.8659
2025,6371,Kota Banjarmasin,L,Real Estat,1082.24,0.038305,0.028076,1.3643
2025,6371,Kota Banjarmasin,MN,Jasa Perusahaan,767.08,0.02715,0.021103,1.2865
2025,6371,Kota Banjarmasin,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",1219.89,0.043177,0.032224,1.3399
2025,6371,Kota Banjarmasin,P,Jasa Pendidikan,1386.96,0.04909,0.030062,1.6329
2025,6371,Kota Banjarmasin,Q,Jasa Kesehatan dan Kegiatan Sosial,1463.28,0.051791,0.014834,3.4915
2025,6371,Kota Banjarmasin,RSTU,Jasa Lainnya,656.27,0.023228,0.022545,1.0303
2020,6372,Kota Banjarbaru,A,"Pertanian, Kehutanan, dan Perikanan",124.73,0.020386,0.133415,0.1528
2020,6372,Kota Banjarbaru,B,Pertambangan dan Penggalian,252.99,0.041349,0.07651,0.5404
2020,6372,Kota Banjarbaru,C,Industri Pengolahan,472.74,0.077265,0.213898,0.3612
2020,6372,Kota Banjarbaru,D,Pengadaan Listrik dan Gas,14.44,0.00236,0.010533,0.2241
2020,6372,Kota Banjarbaru,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",40.55,0.006628,0.000915,7.2464
2020,6372,Kota Banjarbaru,F,Konstruksi,928.63,0.151777,0.103791,1.4623
2020,6372,Kota Banjarbaru,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,674.41,0.110227,0.134117,0.8219
2020,6372,Kota Banjarbaru,H,Transportasi dan Pergudangan,1105.13,0.180624,0.038079,4.7434
2020,6372,Kota Banjarbaru,I,Penyediaan Akomodasi dan Makan Minum,177.79,0.029058,0.028952,1.0037
2020,6372,Kota Banjarbaru,J,Informasi dan Komunikasi,373.23,0.061001,0.063113,0.9665
2020,6372,Kota Banjarbaru,K,Jasa Keuangan dan Asuransi,109.34,0.017871,0.04428,0.4036
2020,6372,Kota Banjarbaru,L,Real Estat,154.23,0.025208,0.031385,0.8032
2020,6372,Kota Banjarbaru,MN,Jasa Perusahaan,26.46,0.004325,0.018939,0.2283
2020,6372,Kota Banjarbaru,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",716.62,0.117125,0.035372,3.3113
2020,6372,Kota Banjarbaru,P,Jasa Pendidikan,615.13,0.100538,0.033903,2.9655
2020,6372,Kota Banjarbaru,Q,Jasa Kesehatan dan Kegiatan Sosial,221.76,0.036245,0.013766,2.6329
2020,6372,Kota Banjarbaru,RSTU,Jasa Lainnya,110.22,0.018015,0.01903,0.9466
2021,6372,Kota Banjarbaru,A,"Pertanian, Kehutanan, dan Perikanan",127.86,0.020225,0.131609,0.1537
2021,6372,Kota Banjarbaru,B,Pertambangan dan Penggalian,258.08,0.040824,0.077052,0.5298
2021,6372,Kota Banjarbaru,C,Industri Pengolahan,492.63,0.077925,0.214146,0.3639
2021,6372,Kota Banjarbaru,D,Pengadaan Listrik dan Gas,15.12,0.002392,0.010765,0.2222
2021,6372,Kota Banjarbaru,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",43.2,0.006833,0.00093,7.3502
2021,6372,Kota Banjarbaru,F,Konstruksi,966.31,0.152853,0.103334,1.4792
2021,6372,Kota Banjarbaru,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,700.76,0.110847,0.135886,0.8157
2021,6372,Kota Banjarbaru,H,Transportasi dan Pergudangan,1101.05,0.174166,0.038068,4.5751
2021,6372,Kota Banjarbaru,I,Penyediaan Akomodasi dan Makan Minum,182.68,0.028897,0.029124,0.9922
2021,6372,Kota Banjarbaru,J,Informasi dan Komunikasi,401.19,0.063461,0.06528,0.9721
2021,6372,Kota Banjarbaru,K,Jasa Keuangan dan Asuransi,107.53,0.017009,0.043548,0.3906
2021,6372,Kota Banjarbaru,L,Real Estat,163.44,0.025853,0.031237,0.8276
2021,6372,Kota Banjarbaru,MN,Jasa Perusahaan,28.12,0.004448,0.018474,0.2408
2021,6372,Kota Banjarbaru,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",729.31,0.115364,0.034139,3.3792
2021,6372,Kota Banjarbaru,P,Jasa Pendidikan,642.03,0.101557,0.032866,3.0901
2021,6372,Kota Banjarbaru,Q,Jasa Kesehatan dan Kegiatan Sosial,249.12,0.039406,0.014723,2.6765
2021,6372,Kota Banjarbaru,RSTU,Jasa Lainnya,113.41,0.017939,0.018818,0.9533
2022,6372,Kota Banjarbaru,A,"Pertanian, Kehutanan, dan Perikanan",128.67,0.018857,0.128232,0.1471
2022,6372,Kota Banjarbaru,B,Pertambangan dan Penggalian,263.04,0.03855,0.076639,0.503
2022,6372,Kota Banjarbaru,C,Industri Pengolahan,509.96,0.074738,0.214034,0.3492
2022,6372,Kota Banjarbaru,D,Pengadaan Listrik dan Gas,16.32,0.002392,0.010936,0.2187
2022,6372,Kota Banjarbaru,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",45.96,0.006736,0.000915,7.3654
2022,6372,Kota Banjarbaru,F,Konstruksi,1006.0,0.147436,0.100446,1.4678
2022,6372,Kota Banjarbaru,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,739.43,0.108368,0.13664,0.7931
2022,6372,Kota Banjarbaru,H,Transportasi dan Pergudangan,1390.02,0.203717,0.043481,4.6851
2022,6372,Kota Banjarbaru,I,Penyediaan Akomodasi dan Makan Minum,196.82,0.028845,0.031066,0.9285
2022,6372,Kota Banjarbaru,J,Informasi dan Komunikasi,429.31,0.062918,0.067009,0.939
2022,6372,Kota Banjarbaru,K,Jasa Keuangan dan Asuransi,108.27,0.015868,0.042298,0.3751
2022,6372,Kota Banjarbaru,L,Real Estat,173.35,0.025406,0.030276,0.8391
2022,6372,Kota Banjarbaru,MN,Jasa Perusahaan,30.03,0.004401,0.019147,0.2299
2022,6372,Kota Banjarbaru,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",730.06,0.106995,0.03335,3.2083
2022,6372,Kota Banjarbaru,P,Jasa Pendidikan,670.65,0.098288,0.031488,3.1215
2022,6372,Kota Banjarbaru,Q,Jasa Kesehatan dan Kegiatan Sosial,264.22,0.038723,0.014415,2.6863
2022,6372,Kota Banjarbaru,RSTU,Jasa Lainnya,121.19,0.017761,0.019628,0.9049
2023,6372,Kota Banjarbaru,A,"Pertanian, Kehutanan, dan Perikanan",131.7,0.01807,0.123657,0.1461
2023,6372,Kota Banjarbaru,B,Pertambangan dan Penggalian,258.68,0.035493,0.077418,0.4585
2023,6372,Kota Banjarbaru,C,Industri Pengolahan,529.04,0.072589,0.21319,0.3405
2023,6372,Kota Banjarbaru,D,Pengadaan Listrik dan Gas,17.7,0.002429,0.010921,0.2224
2023,6372,Kota Banjarbaru,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",48.76,0.00669,0.000913,7.3267
2023,6372,Kota Banjarbaru,F,Konstruksi,1048.43,0.143854,0.100312,1.4341
2023,6372,Kota Banjarbaru,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,779.53,0.106958,0.136375,0.7843
2023,6372,Kota Banjarbaru,H,Transportasi dan Pergudangan,1633.37,0.224113,0.047169,4.7513
2023,6372,Kota Banjarbaru,I,Penyediaan Akomodasi dan Makan Minum,212.6,0.029171,0.03253,0.8967
2023,6372,Kota Banjarbaru,J,Informasi dan Komunikasi,459.87,0.063098,0.06863,0.9194
2023,6372,Kota Banjarbaru,K,Jasa Keuangan dan Asuransi,114.86,0.01576,0.042186,0.3736
2023,6372,Kota Banjarbaru,L,Real Estat,185.19,0.02541,0.029232,0.8692
2023,6372,Kota Banjarbaru,MN,Jasa Perusahaan,32.07,0.0044,0.019729,0.223
2023,6372,Kota Banjarbaru,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",739.92,0.101524,0.032225,3.1504
2023,6372,Kota Banjarbaru,P,Jasa Pendidikan,688.15,0.09442,0.030504,3.0953
2023,6372,Kota Banjarbaru,Q,Jasa Kesehatan dan Kegiatan Sosial,278.69,0.038239,0.014361,2.6626
2023,6372,Kota Banjarbaru,RSTU,Jasa Lainnya,129.6,0.017782,0.020648,0.8612
2024,6372,Kota Banjarbaru,A,"Pertanian, Kehutanan, dan Perikanan",135.47,0.017419,0.118436,0.1471
2024,6372,Kota Banjarbaru,B,Pertambangan dan Penggalian,240.32,0.030902,0.077256,0.4
2024,6372,Kota Banjarbaru,C,Industri Pengolahan,553.99,0.071235,0.211799,0.3363
2024,6372,Kota Banjarbaru,D,Pengadaan Listrik dan Gas,19.11,0.002457,0.010885,0.2257
2024,6372,Kota Banjarbaru,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",51.89,0.006672,0.000882,7.562
2024,6372,Kota Banjarbaru,F,Konstruksi,1122.01,0.144274,0.102128,1.4127
