tahun,wilayah_id,wilayah,sektor_kode,sektor,pdrb_wil,share_wil,share_nas,lq
2024,6372,Kota Banjarbaru,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,827.19,0.106365,0.13608,0.7816
2024,6372,Kota Banjarbaru,H,Transportasi dan Pergudangan,1765.27,0.226988,0.048771,4.6541
2024,6372,Kota Banjarbaru,I,Penyediaan Akomodasi dan Makan Minum,234.2,0.030115,0.033565,0.8972
2024,6372,Kota Banjarbaru,J,Informasi dan Komunikasi,492.05,0.06327,0.070235,0.9008
2024,6372,Kota Banjarbaru,K,Jasa Keuangan dan Asuransi,121.22,0.015587,0.042033,0.3708
2024,6372,Kota Banjarbaru,L,Real Estat,196.88,0.025316,0.028505,0.8881
2024,6372,Kota Banjarbaru,MN,Jasa Perusahaan,34.87,0.004484,0.020342,0.2204
2024,6372,Kota Banjarbaru,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",820.65,0.105524,0.032628,3.2341
2024,6372,Kota Banjarbaru,P,Jasa Pendidikan,722.64,0.092921,0.030111,3.0859
2024,6372,Kota Banjarbaru,Q,Jasa Kesehatan dan Kegiatan Sosial,298.31,0.038358,0.014773,2.5965
2024,6372,Kota Banjarbaru,RSTU,Jasa Lainnya,140.86,0.018113,0.021568,0.8398
2025,6372,Kota Banjarbaru,A,"Pertanian, Kehutanan, dan Perikanan",141.16,0.017045,0.11862,0.1437
2025,6372,Kota Banjarbaru,B,Pertambangan dan Penggalian,231.22,0.02792,0.072978,0.3826
2025,6372,Kota Banjarbaru,C,Industri Pengolahan,601.88,0.072677,0.21207,0.3427
2025,6372,Kota Banjarbaru,D,Pengadaan Listrik dan Gas,20.07,0.002423,0.010672,0.2271
2025,6372,Kota Banjarbaru,E,"Pengadaan Air, Pengelolaan Sampah, Limbah & Daur Ulang",55.3,0.006677,0.000847,7.8843
2025,6372,Kota Banjarbaru,F,Konstruksi,1203.49,0.145321,0.100819,1.4414
2025,6372,Kota Banjarbaru,G,Perdagangan Besar & Eceran; Reparasi Mobil & Sepeda Motor,902.85,0.109019,0.136507,0.7986
2025,6372,Kota Banjarbaru,H,Transportasi dan Pergudangan,1849.25,0.223296,0.050449,4.4262
2025,6372,Kota Banjarbaru,I,Penyediaan Akomodasi dan Makan Minum,258.1,0.031165,0.034282,0.9091
2025,6372,Kota Banjarbaru,J,Informasi dan Komunikasi,534.75,0.064571,0.072363,0.8923
2025,6372,Kota Banjarbaru,K,Jasa Keuangan dan Asuransi,127.11,0.015348,0.041551,0.3694
2025,6372,Kota Banjarbaru,L,Real Estat,210.3,0.025394,0.028076,0.9045
2025,6372,Kota Banjarbaru,MN,Jasa Perusahaan,37.93,0.00458,0.021103,0.217
2025,6372,Kota Banjarbaru,O,"Administrasi Pemerintahan, Pertahanan & Jaminan Sosial",849.26,0.102548,0.032224,3.1823
2025,6372,Kota Banjarbaru,P,Jasa Pendidikan,781.36,0.094349,0.030062,3.1385
2025,6372,Kota Banjarbaru,Q,Jasa Kesehatan dan Kegiatan Sosial,324.77,0.039216,0.014834,2.6437
2025,6372,Kota Banjarbaru,RSTU,Jasa Lainnya,152.8,0.018451,0.022545,0.8184
